CONCAT_ID,PUMA,PWGTP,AGEP
2022HU017956101,304,43,63
2022HU017976601,305,58,45
2022HU017976602,305,42,53
2022HU017976603,305,43,16
2022HU017976604,305,61,13
2022HU017978801,306,72,36
2022HU017978802,306,58,36
2022HU017978803,306,61,3
2022HU018001101,100,274,40
2022HU018001102,100,248,7
2022HU018001103,100,162,37
2022HU018002601,100,336,70
2022HU018002602,100,141,71
2022HU018030601,306,50,35
2022HU018030602,306,36,17
2022HU018030603,306,54,12
2022HU018030604,306,52,10
2022HU018030605,306,52,7
2022HU018059601,302,81,87
2022HU018059602,302,88,79
2022HU018115601,200,63,39
2022HU018115602,200,59,31
2022HU018115603,200,262,4
2022HU018115604,200,49,24
2022HU018115605,200,77,22
2022HU018154101,302,44,32
2022HU018154102,302,46,32
2022HU018154103,302,59,27
2022HU018154104,302,58,27
2022HU018154105,302,36,27
2022HU018155901,308,302,42
2022HU018155902,308,233,41
2022HU018155903,308,186,12
2022HU018155904,308,199,10
2022HU018163301,308,97,27
2022HU018163302,308,88,31
2022HU018163303,308,104,8
2022HU018163304,308,104,5
2022HU018163305,308,130,1
2022HU018197801,307,99,41
2022HU018197802,307,103,42
2022HU018197803,307,79,12
2022HU018312301,302,44,44
2022HU018312302,302,37,45
2022HU018312303,302,27,11
2022HU018312304,302,36,6
2022HU018323101,100,111,60
2022HU018323801,308,56,32
2022HU018323802,308,55,31
2022HU018323803,308,53,34
2022HU018356801,306,55,72
2022HU018356802,306,50,61
2022HU018410801,301,33,79
2022HU018429001,200,77,67
2022HU018429002,200,67,72
2022HU018429003,200,249,47
2022HU018446401,308,76,51
2022HU018446402,308,69,62
2022HU018446403,308,75,21
2022HU018446404,308,74,17
2022HU018446405,308,77,86
2022HU018446406,308,85,78
2022HU018446407,308,77,77
2022HU018446408,308,71,63
2022HU018453301,307,64,79
2022HU018453302,307,61,82
2022HU018454201,305,91,54
2022HU018454202,305,137,23
2022HU018496801,306,168,74
2022HU018496802,306,253,29
2022HU018507701,305,62,73
2022HU018533701,306,89,76
2022HU018618401,100,49,76
2022HU018618402,100,69,75
2022HU018636501,304,57,31
2022HU018636502,304,47,27
2022HU018650301,307,38,67
2022HU018650302,307,39,66
2022HU018650303,307,53,38
2022HU018650304,307,45,34
2022HU018660101,308,84,65
2022HU018660102,308,120,81
2022HU018666401,305,122,48
2022HU018666402,305,112,48
2022HU018666403,305,87,16
2022HU018666404,305,134,13
2022HU018673001,307,67,86
2022HU018675001,308,78,45
2022HU018675002,308,69,45
2022HU018684501,301,48,58
2022HU018684502,301,48,59
2022HU018708201,307,99,81
2022HU018708202,307,94,79
2022HU018708901,301,96,27
2022HU018731301,302,52,33
2022HU018731302,302,43,35
2022HU018731303,302,55,5
2022HU018731304,302,46,3
2022HU018731305,302,46,0
2022HU018769701,100,119,65
2022HU018782601,200,374,59
2022HU018782602,200,214,59
2022HU018800201,304,428,44
2022HU018800202,304,366,14
2022HU018800203,304,425,4
2022HU018855401,200,165,65
2022HU018878401,305,47,40
2022HU018878402,305,36,52
2022HU018878403,305,41,17
2022HU018878404,305,52,14
2022HU018957501,304,246,67
2022HU018986201,302,65,88
2022HU018998301,301,101,41
2022HU018998302,301,94,40
2022HU019008901,308,110,65
2022HU019008902,308,138,65
2022HU019016201,303,57,29
2022HU019016202,303,43,34
2022HU019040601,308,29,56
2022HU019040602,308,19,58
2022HU019050201,304,116,24
2022HU019058301,200,335,34
2022HU019058302,200,423,34
2022HU019058701,100,33,63
2022HU019058702,100,36,63
2022HU019062401,100,36,80
2022HU019062402,100,57,48
2022HU019070301,306,71,40
2022HU019070302,306,62,41
2022HU019070303,306,53,9
2022HU019070304,306,60,7
2022HU019090201,100,37,81
2022HU019093601,307,83,51
2022HU019093602,307,102,36
2022HU019093603,307,100,11
2022HU019093604,307,100,5
2022HU019093605,307,85,3
2022HU019093606,307,86,0
2022HU019093607,307,99,35
2022HU019100401,100,118,71
2022HU019100402,100,63,75
2022HU019157801,302,41,71
2022HU019157802,302,27,50
2022HU019164101,305,38,72
2022HU019164102,305,29,68
2022HU019164103,305,36,41
2022HU019164104,305,85,37
2022HU019164105,305,35,17
2022HU019164106,305,56,12
2022HU019164107,305,127,5
2022HU019164108,305,149,40
2022HU019164109,305,52,63
2022HU019273001,303,40,62
2022HU019273002,303,43,73
2022HU019273003,303,43,70
2022HU019292101,306,45,77
2022HU019297501,302,134,68
2022HU019297502,302,140,68
2022HU019297503,302,131,38
2022HU019297504,302,137,39
2022HU019303101,200,122,53
2022HU019303102,200,87,54
2022HU019303103,200,212,19
2022HU019303104,200,90,14
2022HU019333601,200,31,42
2022HU019353201,303,59,81
2022HU019353202,303,38,84
2022HU019355901,304,297,32
2022HU019374601,307,137,22
2022HU019374602,307,180,23
2022HU019397801,308,44,40
2022HU019397802,308,30,33
2022HU019397803,308,45,30
2022HU019397804,308,44,24
2022HU019444001,100,168,35
2022HU019444002,100,175,9
2022HU019469701,308,12,55
2022HU019469702,308,21,52
2022HU019469703,308,21,15
2022HU019471501,200,21,66
2022HU019471502,200,19,78
2022HU019471503,200,22,7
2022HU019471504,200,35,40
2022HU019480801,302,99,47
2022HU019480802,302,70,48
2022HU019480803,302,74,19
2022HU019480804,302,73,16
2022HU019480805,302,88,13
2022HU019516801,308,56,68
2022HU019527701,305,67,67
2022HU019528001,302,50,40
2022HU019528002,302,69,45
2022HU019528003,302,47,6
2022HU019528004,302,89,1
2022HU019555601,302,149,81
2022HU019555602,302,105,79
2022HU019671201,306,112,31
2022HU019671202,306,75,30
2022HU019694901,303,193,69
2022HU019694902,303,185,74
2022HU019703401,100,140,87
2022HU019703402,100,62,80
2022HU019765701,100,27,66
2022HU019780401,306,105,29
2022HU019788701,304,43,30
2022HU019788702,304,29,29
2022HU019898901,306,53,39
2022HU019898902,306,38,17
2022HU019898903,306,50,10
2022HU019920601,302,58,79
2022HU019920602,302,48,49
2022HU019920603,302,49,43
2022HU019920604,302,50,40
2022HU019924601,305,145,35
2022HU019924602,305,152,25
2022HU019932001,304,64,92
2022HU019948201,305,74,97
2022HU019948202,305,74,92
2022HU019960701,308,63,33
2022HU019960702,308,91,34
2022HU020038501,304,46,63
2022HU020038502,304,49,58
2022HU020038503,304,61,88
2022HU020055901,200,31,75
2022HU020055902,200,39,63
2022HU020062101,308,85,40
2022HU020062102,308,93,43
2022HU020062103,308,70,11
2022HU020062104,308,68,5
2022HU020062105,308,74,1
2022HU020079901,303,60,69
2022HU020079902,303,60,57
2022HU020079903,303,106,29
2022HU020094101,100,197,57
2022HU020094102,100,192,55
2022HU020094103,100,161,36
2022HU020094104,100,154,17
2022HU020094105,100,149,9
2022HU020094106,100,149,7
2022HU020094107,100,187,2
2022HU020094108,100,128,42
2022HU020136801,100,30,65
2022HU020136802,100,37,65
2022HU020136803,100,26,35
2022HU020136804,100,31,5
2022HU020136805,100,32,38
2022HU020167001,303,48,64
2022HU020167002,303,58,43
2022HU020167003,303,64,83
2022HU020211001,308,96,76
2022HU020211002,308,105,75
2022HU020215801,200,42,47
2022HU020215802,200,25,43
2022HU020215803,200,39,8
2022HU020215804,200,39,71
2022HU020238901,304,51,35
2022HU020246201,307,69,67
2022HU020246202,307,56,67
2022HU020246203,307,65,38
2022HU020285301,303,72,75
2022HU020285302,303,129,76
2022HU020323301,200,16,67
2022HU020323302,200,25,69
2022HU020355901,306,88,40
2022HU020355902,306,76,38
2022HU020355903,306,70,12
2022HU020355904,306,69,8
2022HU020360201,303,44,70
2022HU020360202,303,44,68
2022HU020408601,100,88,31
2022HU020408602,100,115,34
2022HU020408603,100,64,1
2022HU020453501,307,120,32
2022HU020453502,307,121,32
2022HU020453503,307,200,0
2022HU020456801,305,84,76
2022HU020456802,305,119,77
2022HU020456803,305,205,35
2022HU020460301,305,44,41
2022HU020460302,305,46,42
2022HU020460303,305,42,19
2022HU020460304,305,49,13
2022HU020460305,305,49,10
2022HU020460306,305,38,70
2022HU020460307,305,45,70
2022HU020510401,100,77,41
2022HU020510402,100,63,43
2022HU020510403,100,64,11
2022HU020510404,100,78,1
2022HU020510405,100,82,22
2022HU020525801,303,53,68
2022HU020534801,302,93,31
2022HU020548101,200,91,72
2022HU020548102,200,74,50
2022HU020580301,200,21,56
2022HU020580302,200,11,58
2022HU020580303,200,14,29
2022HU020639101,305,60,51
2022HU020639102,305,121,36
2022HU020640601,100,284,81
2022HU020640602,100,295,76
2022HU020640603,100,351,43
2022HU020654601,200,174,61
2022HU020654602,200,225,74
2022HU020720901,305,55,53
2022HU020720902,305,92,53
2022HU020744901,301,37,44
2022HU020744902,301,19,44
2022HU020744903,301,20,25
2022HU020783201,304,44,80
2022HU020866701,304,112,70
2022HU020868101,304,200,82
2022HU020873601,308,36,55
2022HU020873602,308,38,55
2022HU020897201,304,36,65
2022HU020905901,305,161,62
2022HU020905902,305,185,56
2022HU020915101,304,292,43
2022HU020924301,302,82,57
2022HU020924302,302,90,62
2022HU020978101,308,63,60
2022HU020978102,308,68,58
2022HU020982401,100,83,58
2022HU020982402,100,47,32
2022HU020982403,100,51,28
2022HU021000401,307,95,62
2022HU021000402,307,75,31
2022HU021000403,307,99,5
2022HU021027101,302,84,75
2022HU021038901,304,86,28
2022HU021095601,307,101,46
2022HU021095602,307,54,48
2022HU021095603,307,115,14
2022HU021095604,307,165,8
2022HU021121901,301,132,67
2022HU021121902,301,189,63
2022HU021229001,307,39,30
2022HU021239001,304,68,41
2022HU021286301,304,112,68
2022HU021286302,304,114,69
2022HU021299901,307,318,66
2022HU021299902,307,532,22
2022HU021299903,307,308,69
2022HU021299904,307,283,68
2022HU021299905,307,464,48
2022HU021316201,304,159,30
2022HU021316202,304,182,30
2022HU021321301,304,64,73
2022HU021375501,307,54,79
2022HU021378401,308,126,69
2022HU021401501,307,202,63
2022HU021401502,307,213,64
2022HU021401503,307,188,30
2022HU021401504,307,243,83
2022HU021412601,302,77,82
2022HU021412602,302,196,79
2022HU021412603,302,92,58
2022HU021438601,302,78,97
2022HU021454601,304,106,39
2022HU021454602,304,102,40
2022HU021506001,307,60,47
2022HU021506002,307,72,54
2022HU021506003,307,76,13
2022HU021506801,308,15,48
2022HU021506802,308,29,30
2022HU021532101,200,73,68
2022HU021532102,200,110,72
2022HU021541101,100,36,68
2022HU021551801,302,98,64
2022HU021551802,302,96,68
2022HU021551803,302,88,66
2022HU021551804,302,98,33
2022HU021551805,302,86,4
2022HU021551806,302,80,56
2022HU021644601,305,32,51
2022HU021644602,305,31,37
2022HU021644603,305,23,34
2022HU021644604,305,41,25
2022HU021644605,305,32,23
2022HU021644606,305,28,19
2022HU021644607,305,23,16
2022HU021646901,303,297,76
2022HU021646902,303,241,50
2022HU021646903,303,236,50
2022HU021646904,303,278,93
2022HU021669001,200,506,33
2022HU021669002,200,545,35
2022HU021669003,200,613,6
2022HU021669004,200,417,3
2022HU021671501,200,114,58
2022HU021732101,301,64,39
2022HU021732102,301,64,40
2022HU021732103,301,82,11
2022HU021732104,301,45,2
2022HU021734701,100,138,73
2022HU021734702,100,130,74
2022HU021765101,307,105,40
2022HU021765102,307,72,60
2022HU021765103,307,102,1
2022HU021775501,307,36,72
2022HU021775502,307,36,74
2022HU021775503,307,55,52
2022HU021775504,307,39,32
2022HU021787801,304,74,60
2022HU021787802,304,70,54
2022HU021807901,100,32,53
2022HU021807902,100,9,56
2022HU021807903,100,16,47
2022HU021816801,301,26,29
2022HU021816802,301,21,29
2022HU021818901,301,81,48
2022HU021818902,301,76,47
2022HU021818903,301,165,20
2022HU021818904,301,106,17
2022HU021822601,302,151,60
2022HU021822602,302,120,59
2022HU021822603,302,117,25
2022HU021823401,200,25,58
2022HU021823402,200,47,57
2022HU021823403,200,25,84
2022HU021846001,200,268,45
2022HU021887801,100,474,71
2022HU021887802,100,533,79
2022HU021887803,100,662,18
2022HU021896501,302,174,67
2022HU021896502,302,261,26
2022HU021896503,302,206,56
2022HU021932001,304,50,66
2022HU021935801,200,205,37
2022HU021972901,306,46,68
2022HU021972902,306,46,68
2022HU021972903,306,71,31
2022HU021972904,306,37,25
2022HU022003501,200,72,54
2022HU022003502,200,151,58
2022HU022003503,200,177,26
2022HU022016001,305,96,60
2022HU022016002,305,106,39
2022HU022016003,305,101,89
2022HU022016004,305,102,12
2022HU022016005,305,107,9
2022HU022016006,305,186,0
2022HU022016007,305,107,40
2022HU022082001,307,56,78
2022HU022082002,307,53,75
2022HU022084801,303,67,97
2022HU022084802,303,62,41
2022HU022091001,100,156,51
2022HU022091002,100,95,42
2022HU022091003,100,110,17
2022HU022140101,306,69,69
2022HU022140102,306,76,76
2022HU022143301,303,48,50
2022HU022143302,303,40,61
2022HU022143303,303,50,12
2022HU022152101,100,18,34
2022HU022152102,100,11,34
2022HU022152103,100,43,4
2022HU022167801,100,126,72
2022HU022190301,200,136,44
2022HU022190302,200,81,42
2022HU022190303,200,189,19
2022HU022190304,200,86,17
2022HU022190305,200,85,15
2022HU022190306,200,99,82
2022HU022190307,200,177,44
2022HU022226001,301,54,38
2022HU022226002,301,42,37
2022HU022226003,301,50,13
2022HU022226004,301,48,12
2022HU022226005,301,49,7
2022HU022226006,301,50,3
2022HU022259201,306,579,35
2022HU022259202,306,516,27
2022HU022282401,304,51,26
2022HU022282402,304,89,27
2022HU022296201,100,17,65
2022HU022375401,302,82,66
2022HU022375402,302,176,41
2022HU022375403,302,142,97
2022HU022375404,302,176,20
2022HU022438301,301,153,74
2022HU022459801,307,55,33
2022HU022459802,307,58,27
2022HU022480501,307,70,65
2022HU022480502,307,104,46
2022HU022480503,307,95,44
2022HU022480504,307,109,38
2022HU022480505,307,95,40
2022HU022488401,100,462,62
2022HU022488402,100,476,24
2022HU022488403,100,267,27
2022HU022502301,303,50,64
2022HU022502302,303,45,69
2022HU022502303,303,62,35
2022HU022502304,303,46,31
2022HU022557001,302,89,75
2022HU022621601,308,213,38
2022HU022621602,308,163,37
2022HU022621603,308,138,12
2022HU022621604,308,162,9
2022HU022621605,308,162,6
2022HU022621606,308,198,3
2022HU022621607,308,143,17
2022HU022633501,100,51,33
2022HU022633502,100,58,33
2022HU022633503,100,58,33
2022HU022634501,302,53,72
2022HU022634502,302,67,70
2022HU022696901,302,270,70
2022HU022696902,302,264,66
2022HU022696903,302,326,13
2022HU022708301,304,73,61
2022HU022765801,100,101,75
2022HU022769501,100,78,74
2022HU022769502,100,62,41
2022HU022842101,303,69,68
2022HU022842102,303,68,67
2022HU022870701,301,44,61
2022HU022870702,301,30,53
2022HU022903901,200,75,64
2022HU022904501,304,53,88
2022HU022904502,304,50,57
2022HU022904503,304,53,55
2022HU022951701,302,33,69
2022HU022951702,302,47,71
2022HU022974901,301,65,71
2022HU022974902,301,107,75
2022HU023048301,306,68,28
2022HU023048302,306,114,30
2022HU023049301,302,89,78
2022HU023079001,302,62,27
2022HU023079002,302,39,28
2022HU023080901,306,59,85
2022HU023080902,306,94,81
2022HU023120301,200,229,72
2022HU023120302,200,167,72
2022HU023120303,200,285,44
2022HU023144401,307,71,67
2022HU023144402,307,66,66
2022HU023180901,200,60,37
2022HU023180902,200,85,38
2022HU023180903,200,62,16
2022HU023180904,200,92,11
2022HU023180905,200,92,7
2022HU023180906,200,65,5
2022HU023180907,200,63,2
2022HU023238901,302,105,47
2022HU023251301,305,80,73
2022HU023251302,305,81,45
2022HU023251303,305,73,19
2022HU023251304,305,57,17
2022HU023251305,305,88,14
2022HU023251306,305,87,6
2022HU023251307,305,89,45
2022HU023285301,302,59,68
2022HU023285302,302,52,68
2022HU023285303,302,53,41
2022HU023285304,302,64,13
2022HU023285305,302,63,54
2022HU023320501,303,76,30
2022HU023320502,303,68,30
2022HU023353501,200,12,78
2022HU023353502,200,24,39
2022HU023355701,307,47,61
2022HU023355702,307,44,74
2022HU023355703,307,66,27
2022HU023355704,307,52,21
2022HU023381601,200,77,71
2022HU023381602,200,94,71
2022HU023383501,100,75,57
2022HU023390801,301,97,31
2022HU023390802,301,69,30
2022HU023390803,301,96,6
2022HU023390804,301,89,2
2022HU023390805,301,91,0
2022HU023412401,100,71,52
2022HU023412402,100,64,57
2022HU023478201,200,84,61
2022HU023478202,200,86,67
2022HU023504801,306,53,76
2022HU023504802,306,49,77
2022HU023540301,200,26,62
2022HU023540302,200,35,70
2022HU023540303,200,50,33
2022HU023540304,200,50,31
2022HU023578001,100,113,55
2022HU023578002,100,99,64
2022HU023578003,100,96,33
2022HU023578004,100,143,27
2022HU023578005,100,149,15
2022HU023578006,100,127,11
2022HU023578007,100,167,40
2022HU023778101,100,100,79
2022HU023786901,100,27,47
2022HU023786902,100,19,45
2022HU023786903,100,22,27
2022HU023786904,100,16,20
2022HU023786905,100,37,8
2022HU023786906,100,16,7
2022HU023795001,200,71,87
2022HU023869201,100,70,54
2022HU023869202,100,63,59
2022HU023869203,100,141,16
2022HU023870801,100,68,40
2022HU023875401,306,159,22
2022HU023875402,306,150,22
2022HU023899001,302,149,61
2022HU023899002,302,165,65
2022HU023899003,302,140,28
2022HU023899004,302,152,17
2022HU023917401,307,54,70
2022HU023917402,307,56,57
2022HU023917403,307,74,15
2022HU023943501,303,43,72
2022HU023943502,303,50,77
2022HU023958901,307,48,75
2022HU023958902,307,52,78
2022HU023972001,301,141,48
2022HU023972002,301,159,17
2022HU024020901,301,77,44
2022HU024020902,301,43,46
2022HU024020903,301,54,22
2022HU024020904,301,109,16
2022HU024044201,200,70,81
2022HU024044202,200,128,42
2022HU024044203,200,84,17
2022HU024044204,200,164,16
2022HU024044205,200,105,38
2022HU024045301,307,97,25
2022HU024045302,307,111,26
2022HU024045303,307,187,0
2022HU024047401,304,55,29
2022HU024054301,302,42,57
2022HU024054302,302,50,66
2022HU024103901,100,9,32
2022HU024103902,100,56,5
2022HU024103903,100,40,0
2022HU024103904,100,13,32
2022HU024117701,302,24,47
2022HU024117702,302,22,40
2022HU024117703,302,22,7
2022HU024117704,302,22,5
2022HU024128601,303,101,97
2022HU024132701,301,18,64
2022HU024132702,301,22,97
2022HU024157301,100,62,47
2022HU024157302,100,88,43
2022HU024157303,100,51,16
2022HU024173601,307,53,82
2022HU024173602,307,37,69
2022HU024173603,307,56,42
2022HU024173604,307,64,40
2022HU024173605,307,56,13
2022HU024173606,307,49,11
2022HU024173607,307,50,11
2022HU024173608,307,49,9
2022HU024173609,307,124,46
2022HU024191201,306,73,71
2022HU024236101,303,49,51
2022HU024236102,303,52,55
2022HU024236103,303,52,18
2022HU024236104,303,46,16
2022HU024255801,302,73,66
2022HU024302701,308,260,37
2022HU024302702,308,242,31
2022HU024302703,308,204,3
2022HU024302704,308,203,1
2022HU024314901,306,173,42
2022HU024314902,306,142,39
2022HU024314903,306,125,9
2022HU024314904,306,142,5
2022HU024314905,306,51,18
2022HU024363401,100,71,34
2022HU024363402,100,91,33
2022HU024367001,305,88,65
2022HU024367002,305,95,63
2022HU024367003,305,97,84
2022HU024367004,305,86,87
2022HU024386901,303,65,93
2022HU024445201,301,164,28
2022HU024445202,301,198,31
2022HU024445203,301,113,12
2022HU024445204,301,113,6
2022HU024445205,301,160,4
2022HU024474701,306,135,27
2022HU024474702,306,121,26
2022HU024494501,200,59,77
2022HU024494502,200,62,75
2022HU024503401,100,17,62
2022HU024503402,100,11,57
2022HU024503403,100,22,28
2022HU024503404,100,13,26
2022HU024503405,100,11,26
2022HU024503406,100,22,27
2022HU024519401,304,85,63
2022HU024527801,306,119,53
2022HU024527802,306,139,49
2022HU024527803,306,209,29
2022HU024527804,306,143,27
2022HU024527805,306,114,76
2022HU024527806,306,129,73
2022HU024542001,307,168,75
2022HU024542002,307,117,72
2022HU024547801,200,74,68
2022HU024547802,200,106,67
2022HU024550001,307,72,59
2022HU024550002,307,77,59
2022HU024550003,307,101,25
2022HU024550004,307,119,22
2022HU024550005,307,84,17
2022HU024610501,305,62,72
2022HU024610502,305,84,55
2022HU024637901,301,239,39
2022HU024637902,301,215,33
2022HU024637903,301,217,5
2022HU024637904,301,228,4
2022HU024638101,304,54,73
2022HU024638102,304,58,75
2022HU024662001,100,27,59
2022HU024662002,100,23,60
2022HU024662003,100,23,31
2022HU024709401,304,73,57
2022HU024720601,200,21,60
2022HU024720602,200,26,56
2022HU024740001,304,30,77
2022HU024740002,304,33,55
2022HU024778101,305,58,68
2022HU024800901,307,71,48
2022HU024800902,307,102,47
2022HU024800903,307,79,17
2022HU024800904,307,94,12
2022HU024806701,308,74,74
2022HU024806702,308,89,75
2022HU024835201,302,72,65
2022HU024835202,302,82,24
2022HU024835203,302,65,63
2022HU024838501,301,77,48
2022HU024838502,301,89,43
2022HU024838503,301,46,19
2022HU024838504,301,74,12
2022HU024838505,301,74,9
2022HU024863901,200,170,64
2022HU024866701,307,67,55
2022HU024866702,307,66,55
2022HU024866703,307,106,24
2022HU024899601,304,83,66
2022HU024899602,304,163,68
2022HU024899603,304,190,44
2022HU024915301,302,50,75
2022HU024915302,302,40,49
2022HU024915303,302,38,31
2022HU024915304,302,37,11
2022HU024915305,302,37,5
2022HU024952601,100,95,84
2022HU024963901,308,65,76
2022HU024963902,308,65,40
2022HU024963903,308,68,38
2022HU024963904,308,52,7
2022HU024963905,308,62,6
2022HU024963906,308,66,1
2022HU024963907,308,59,35
2022HU024977601,304,161,36
2022HU025000001,303,51,48
2022HU025000002,303,65,37
2022HU025000003,303,61,12
2022HU025000004,303,49,2
2022HU025000005,303,53,0
2022HU025013301,200,122,70
2022HU025013302,200,149,71
2022HU025013303,200,147,92
2022HU025061601,304,47,76
2022HU025061602,304,42,76
2022HU025087201,100,88,35
2022HU025087202,100,73,36
2022HU025087203,100,79,3
2022HU025087204,100,79,1
2022HU025097701,200,302,34
2022HU025102501,304,69,62
2022HU025102502,304,67,54
2022HU025124901,100,14,67
2022HU025124902,100,18,71
2022HU025133401,305,105,74
2022HU025148401,100,93,93
2022HU025148402,100,122,82
2022HU025173601,306,66,55
2022HU025173602,306,71,78
2022HU025210801,100,38,68
2022HU025210802,100,30,64
2022HU025286001,307,40,68
2022HU025286002,307,40,61
2022HU025290601,305,53,71
2022HU025299601,307,54,53
2022HU025299602,307,50,49
2022HU025299603,307,55,21
2022HU025299604,307,64,15
2022HU025299605,307,59,11
2022HU025299606,307,64,7
2022HU025322601,100,133,54
2022HU025322602,100,92,24
2022HU025347301,302,71,62
2022HU025365001,307,41,64
2022HU025365002,307,36,58
2022HU025368401,100,75,76
2022HU025368402,100,79,76
2022HU025386201,100,43,50
2022HU025403901,306,65,43
2022HU025403902,306,53,41
2022HU025403903,306,54,5
2022HU025519001,200,21,60
2022HU025519002,200,16,65
2022HU025522201,306,113,66
2022HU025522202,306,116,64
2022HU025535801,306,68,43
2022HU025542701,100,51,62
2022HU025542702,100,86,45
2022HU025542703,100,89,42
2022HU025547801,200,18,45
2022HU025547802,200,21,44
2022HU025547803,200,43,15
2022HU025547804,200,19,11
2022HU025550201,200,142,80
2022HU025550202,200,183,36
2022HU025550203,200,89,17
2022HU025550204,200,89,15
2022HU025550205,200,95,12
2022HU025550206,200,149,11
2022HU025550207,200,104,39
2022HU025581501,307,42,45
2022HU025581502,307,41,48
2022HU025679601,200,16,39
2022HU025749301,303,176,47
2022HU025749302,303,178,51
2022HU025749303,303,286,23
2022HU025749304,303,220,23
2022HU025749305,303,178,3
2022HU025749306,303,178,0
2022HU025854701,302,80,66
2022HU025854702,302,65,64
2022HU025856101,306,45,87
2022HU025856102,306,49,82
2022HU025856103,306,34,57
2022HU025856104,306,46,48
2022HU025911301,200,402,28
2022HU025911302,200,340,29
2022HU025911303,200,421,6
2022HU025911304,200,288,1
2022HU025922501,100,80,73
2022HU025963501,100,83,67
2022HU025963502,100,47,67
2022HU025999601,304,48,37
2022HU025999602,304,54,37
2022HU025999603,304,65,0
2022HU026006701,303,216,56
2022HU026006702,303,208,39
2022HU026054501,305,60,83
2022HU026054502,305,62,61
2022HU026054503,305,62,57
2022HU026054504,305,79,22
2022HU026054505,305,79,20
2022HU026054506,305,48,15
2022HU026083301,302,33,54
2022HU026083302,302,34,55
2022HU026083303,302,47,22
2022HU026190101,306,147,59
2022HU026190102,306,163,66
2022HU026237801,302,99,77
2022HU026254201,306,254,37
2022HU026254202,306,193,38
2022HU026254203,306,131,12
2022HU026254204,306,171,7
2022HU026254205,306,170,6
2022HU026254206,306,144,0
2022HU026254207,306,171,42
2022HU026254208,306,224,37
2022HU026254209,306,161,36
2022HU026254210,306,207,35
2022HU026254211,306,159,33
2022HU026254212,306,253,28
2022HU026254213,306,223,17
2022HU026254214,306,170,13
2022HU026254215,306,131,6
2022HU026254216,306,144,4
2022HU026254217,306,199,1
2022HU026340401,307,53,73
2022HU026340402,307,60,71
2022HU026340403,307,85,27
2022HU026340404,307,76,28
2022HU026358701,304,85,64
2022HU026358702,304,84,55
2022HU026426201,302,34,54
2022HU026426202,302,28,55
2022HU026426203,302,27,18
2022HU026434601,304,71,52
2022HU026434602,304,106,27
2022HU026470201,308,68,48
2022HU026470202,308,81,60
2022HU026470203,308,67,19
2022HU026470204,308,80,15
2022HU026508801,307,48,44
2022HU026508802,307,58,44
2022HU026508803,307,39,20
2022HU026508804,307,44,14
2022HU026554001,305,107,75
2022HU026559601,305,47,58
2022HU026559602,305,49,57
2022HU026584601,304,51,44
2022HU026584602,304,52,45
2022HU026584603,304,75,23
2022HU026584604,304,75,22
2022HU026643601,100,83,67
2022HU026653401,200,143,79
2022HU026653402,200,143,75
2022HU026653403,200,198,72
2022HU026653404,200,267,71
2022HU026745401,304,51,63
2022HU026783701,100,40,48
2022HU026783702,100,40,46
2022HU026783703,100,32,19
2022HU026876901,200,27,67
2022HU026908001,304,48,49
2022HU026912101,100,65,30
2022HU026912102,100,51,30
2022HU026912103,100,67,4
2022HU026912104,100,37,1
2022HU026934701,307,66,37
2022HU026934702,307,78,35
2022HU026934703,307,58,18
2022HU026934704,307,64,16
2022HU026934705,307,60,8
2022HU026937301,200,131,58
2022HU026937302,200,132,86
2022HU026937303,200,141,85
2022HU026942301,100,35,84
2022HU026942302,100,35,83
2022HU026942303,100,43,50
2022HU026982901,100,85,50
2022HU026982902,100,106,48
2022HU026982903,100,79,27
2022HU026982904,100,132,21
2022HU026982905,100,79,72
2022HU026982906,100,91,5
2022HU026982907,100,94,2
2022HU026982908,100,93,0
2022HU026982909,100,89,25
2022HU027052501,200,13,84
2022HU027052502,200,20,72
2022HU027062901,307,90,59
2022HU027071501,307,40,65
2022HU027071502,307,45,71
2022HU027071503,307,52,41
2022HU027076901,306,56,75
2022HU027076902,306,84,74
2022HU027076903,306,104,32
2022HU027076904,306,115,13
2022HU027076905,306,116,8
2022HU027076906,306,137,40
2022HU027119301,302,394,92
2022HU027119302,302,388,64
2022HU027120901,307,73,58
2022HU027120902,307,61,30
2022HU027120903,307,83,27
2022HU027138501,308,110,41
2022HU027159901,100,29,56
2022HU027159902,100,19,57
2022HU027184701,200,91,56
2022HU027184702,200,93,15
2022HU027216001,304,77,53
2022HU027234301,200,88,29
2022HU027234302,200,143,29
2022HU027255201,100,54,59
2022HU027255202,100,48,53
2022HU027324901,306,57,89
2022HU027324902,306,54,90
2022HU027348801,100,79,72
2022HU027375201,307,59,51
2022HU027375202,307,41,19
2022HU027375203,307,45,15
2022HU027379201,100,81,53
2022HU027379202,100,82,52
2022HU027467001,305,54,61
2022HU027467002,305,59,73
2022HU027473101,303,61,31
2022HU027473102,303,124,31
2022HU027487801,308,16,86
2022HU027487802,308,17,34
2022HU027519901,303,57,80
2022HU027519902,303,36,86
2022HU027540001,200,140,52
2022HU027540002,200,123,75
2022HU027541401,308,67,69
2022HU027541402,308,75,70
2022HU027581901,306,78,97
2022HU027581902,306,71,75
2022HU027581903,306,118,33
2022HU027584201,303,74,74
2022HU027641801,100,112,57
2022HU027641802,100,74,55
